symbol,sector,signalDate,entryDate,exitDate,holdingDays,entryPrice,grossReturnPct,netReturnPct,maePct,mfePct,win,finalReason,nExits
SUNPHARMA,Pharma / Healthcare,2026-06-18,2026-06-19,2026-06-29,10,1824.91,2.682,2.582,-0.22,4.25,1,time-stop,1
LUPIN,Pharma / Healthcare,2026-06-19,2026-06-22,2026-06-29,7,2361.18,1.987,1.887,-1.08,2.77,1,time-stop,1
ABB,Infra / Capital Goods,2026-06-22,2026-06-23,2026-06-24,1,7257.13,-3.869,-3.969,-4.44,0.38,0,stop-loss,1
HAL,Defence / Aerospace,2026-06-22,2026-06-23,2026-06-24,1,4536.17,-4.234,-4.334,-5.01,0,0,stop-loss,1
LICHSGFIN,NBFC / Financial Services,2026-06-22,2026-06-23,2026-06-30,7,549.27,2.63,2.53,-1.96,3.05,1,time-stop,1
RECLTD,NBFC / Financial Services,2026-06-24,2026-06-25,2026-07-02,7,366.28,0.856,0.756,-1.71,1.29,1,time-stop,1
AUROPHARMA,Pharma / Healthcare,2026-06-25,2026-06-29,2026-07-06,7,1555.98,2.431,2.331,-1.15,5.19,1,time-stop,1
GODREJPROP,Realty,2026-06-29,2026-06-30,2026-07-07,7,1845.92,9.186,9.086,-0.85,11.69,1,time-stop,2
LICHSGFIN,NBFC / Financial Services,2026-06-29,2026-06-30,2026-07-07,7,564.28,-3.722,-3.822,-3.86,0.75,0,time-stop,1
RECLTD,NBFC / Financial Services,2026-06-29,2026-06-30,2026-07-07,7,365.13,-2.481,-2.581,-2.75,1.98,0,time-stop,1
HAL,Defence / Aerospace,2026-06-30,2026-07-01,2026-07-08,7,4390.09,-0.628,-0.728,-1.92,2.56,0,time-stop,1
ABB,Infra / Capital Goods,2026-07-06,2026-07-07,2026-07-08,1,7110.55,-4.611,-4.711,-5.42,0,0,stop-loss,1
BERGEPAINT,Paints,2026-07-06,2026-07-07,2026-07-08,1,525.76,-4.455,-4.555,-5.8,0.05,0,stop-loss,1
CUMMINSIND,Infra / Capital Goods,2026-07-06,2026-07-07,2026-07-07,0,5571.78,-2.447,-2.547,-2.65,0.12,0,stop-loss,1
HAL,Defence / Aerospace,2026-07-07,2026-07-08,2026-07-09,1,4384.79,-0.184,-0.284,-1.8,1.12,0,thesis-break,1
NHPC,Power / Utilities,2026-07-10,2026-07-13,2026-07-14,1,78.79,-0.075,-0.175,-0.62,1.24,0,thesis-break,1
HAL,Defence / Aerospace,2026-07-13,2026-07-14,2026-07-17,3,4512.36,-0.308,-0.408,-2.67,0,0,end-of-data,1
JSWSTEEL,Metals / Mining,2026-07-14,2026-07-15,2026-07-16,1,1250.22,-2.386,-2.486,-2.47,0.19,0,thesis-break,1
BHEL,Infra / Capital Goods,2026-07-16,2026-07-17,2026-07-17,0,445.22,-5.263,-5.363,-5.6,0.29,0,end-of-data,1
