subject,labelType,horizon,weighting,regime,meanIC,stdIC,icIR,tStat,neweyWestTStat,nDates
sentiment,xs,10,EW,BEAR,0.007042,0.087705,0.080288,0.786655,0.363329,96
sentiment,xs,21,EW,BEAR,0.022375,0.082929,0.269809,2.643573,1.167838,96
sentiment,xs,63,EW,BEAR,0.00662,0.059105,0.111996,1.074231,1.452203,92
sentiment,xs,1,EW,SIDEWAYS,-0.002851,0.071957,-0.039625,-0.733864,-0.737432,343
sentiment,xs,3,EW,SIDEWAYS,-0.001534,0.070733,-0.021683,-0.400405,-0.31283,341
sentiment,xs,5,EW,SIDEWAYS,0.00067,0.072581,0.009226,0.169866,0.100945,339
sentiment,xs,10,EW,SIDEWAYS,0.002266,0.070345,0.032208,0.589505,0.289455,335
sentiment,xs,21,EW,SIDEWAYS,0.006929,0.067689,0.102366,1.842585,0.660366,324
sentiment,xs,63,EW,SIDEWAYS,0.009091,0.070826,0.128355,2.170677,0.472966,286
sentiment,xs,1,EW,HIGH_VOL,-0.000023,0.04803,-0.000473,-0.005436,-0.005246,132
sentiment,xs,3,EW,HIGH_VOL,0,0.055313,0,0,0,132
sentiment,xs,5,EW,HIGH_VOL,-0.000235,0.05281,-0.004447,-0.051093,-0.045362,132
sentiment,xs,10,EW,HIGH_VOL,0.002636,0.047406,0.055612,0.638938,0.530346,132
sentiment,xs,21,EW,HIGH_VOL,0.001356,0.050282,0.026969,0.309849,0.19239,132
sentiment,xs,63,EW,HIGH_VOL,0.000735,0.043858,0.016755,0.192502,0.476734,132
sentiment,resid,1,EW,ALL,-0.001722,0.059273,-0.029058,-0.984979,-0.978499,1149
sentiment,resid,3,EW,ALL,-0.003101,0.059846,-0.051818,-1.754949,-1.223263,1147
sentiment,resid,5,EW,ALL,-0.003649,0.059858,-0.060959,-2.062737,-1.186344,1145
sentiment,resid,10,EW,ALL,-0.003857,0.058376,-0.066072,-2.230845,-0.982481,1140
sentiment,resid,21,EW,ALL,-0.004802,0.055079,-0.087192,-2.929718,-1.054563,1129
sentiment,resid,63,EW,ALL,-0.004098,0.049229,-0.083235,-2.744218,-0.85607,1087
sentiment,resid,1,EW,BULL,-0.001613,0.058713,-0.027465,-0.657447,-0.649629,573
sentiment,resid,3,EW,BULL,-0.000272,0.055595,-0.004897,-0.117223,-0.085909,573
sentiment,resid,5,EW,BULL,0.000035,0.056673,0.000616,0.014743,0.009526,573
sentiment,resid,10,EW,BULL,-0.000128,0.054276,-0.002351,-0.056236,-0.029457,572
sentiment,resid,21,EW,BULL,-0.001874,0.051011,-0.03674,-0.878692,-0.356003,572
sentiment,resid,63,EW,BULL,-0.003474,0.049181,-0.070633,-1.689288,-0.639722,572
sentiment,resid,1,EW,BEAR,-0.000729,0.06669,-0.010934,-0.107128,-0.111532,96
sentiment,resid,3,EW,BEAR,-0.008323,0.066627,-0.124919,-1.223946,-0.897088,96
sentiment,resid,5,EW,BEAR,-0.010469,0.069883,-0.149804,-1.467778,-0.93485,96
sentiment,resid,10,EW,BEAR,-0.002948,0.069516,-0.042406,-0.415496,-0.234678,96
sentiment,resid,21,EW,BEAR,-0.005198,0.068667,-0.075697,-0.741679,-0.593042,96
sentiment,resid,63,EW,BEAR,-0.004859,0.056842,-0.085477,-0.81987,-0.463841,92
sentiment,resid,1,EW,SIDEWAYS,-0.002283,0.061737,-0.036976,-0.684804,-0.696189,343
sentiment,resid,3,EW,SIDEWAYS,-0.005674,0.064519,-0.087951,-1.624125,-1.248869,341
sentiment,resid,5,EW,SIDEWAYS,-0.007646,0.063503,-0.120404,-2.21688,-1.319596,339
sentiment,resid,10,EW,SIDEWAYS,-0.01246,0.065224,-0.191028,-3.496387,-1.637218,335
sentiment,resid,21,EW,SIDEWAYS,-0.00921,0.061814,-0.148994,-2.681889,-1.039979,324
sentiment,resid,63,EW,SIDEWAYS,-0.00142,0.049226,-0.028838,-0.48769,-0.152538,286
sentiment,resid,1,EW,HIGH_VOL,-0.001962,0.050034,-0.039216,-0.450555,-0.428021,132
sentiment,resid,3,EW,HIGH_VOL,-0.005788,0.059143,-0.097862,-1.124349,-0.92596,132
sentiment,resid,5,EW,HIGH_VOL,-0.004364,0.054981,-0.079366,-0.91185,-0.784618,132
sentiment,resid,10,EW,HIGH_VOL,0.000712,0.04381,0.016255,0.186755,0.164591,132
sentiment,resid,21,EW,HIGH_VOL,-0.006159,0.041961,-0.146782,-1.686401,-1.164188,132
sentiment,resid,63,EW,HIGH_VOL,-0.010697,0.043253,-0.247313,-2.841405,-1.450457,132
composite,fwd,1,EW,ALL,0.001615,0.154216,0.010474,0.355048,0.347507,1149
composite,fwd,3,EW,ALL,0.002145,0.158637,0.01352,0.457876,0.309447,1147
composite,fwd,5,EW,ALL,0.002496,0.156085,0.015992,0.541126,0.300004,1145
composite,fwd,10,EW,ALL,0.005473,0.148722,0.036799,1.242478,0.511272,1140
composite,fwd,21,EW,ALL,0.008704,0.149948,0.058048,1.950445,0.558875,1129
composite,fwd,63,EW,ALL,0.011657,0.146412,0.079617,2.624939,0.448915,1087
composite,fwd,1,EW,BULL,0.003089,0.144069,0.021441,0.513247,0.513031,573
composite,fwd,3,EW,BULL,0.010572,0.147009,0.071917,1.721506,1.214015,573
composite,fwd,5,EW,BULL,0.016888,0.142054,0.118887,2.845841,1.649561,573
composite,fwd,10,EW,BULL,0.024465,0.137085,0.178466,4.268282,1.691649,572
composite,fwd,21,EW,BULL,0.035365,0.150131,0.235564,5.633873,1.515279,572
composite,fwd,63,EW,BULL,0.03883,0.143894,0.269854,6.453959,1.129362,572
composite,fwd,1,EW,BEAR,-0.014615,0.186361,-0.078421,-0.768363,-0.691129,96
composite,fwd,3,EW,BEAR,-0.049844,0.196987,-0.253031,-2.479187,-1.891856,96
composite,fwd,5,EW,BEAR,-0.059927,0.181977,-0.32931,-3.226571,-2.431933,96
composite,fwd,10,EW,BEAR,-0.050979,0.137594,-0.370505,-3.630196,-1.956787,96
composite,fwd,21,EW,BEAR,-0.041833,0.151518,-0.276095,-2.705165,-1.623373,96
composite,fwd,63,EW,BEAR,-0.108837,0.15965,-0.681722,-6.538845,-3.351945,92
composite,fwd,1,EW,SIDEWAYS,0.008668,0.152314,0.056906,1.053918,1.042457,343
composite,fwd,3,EW,SIDEWAYS,0.013326,0.158133,0.084268,1.556109,1.099712,341
composite,fwd,5,EW,SIDEWAYS,0.012068,0.16314,0.073972,1.361974,0.785893,339
composite,fwd,10,EW,SIDEWAYS,0.001072,0.166738,0.006427,0.117635,0.059245,335
composite,fwd,21,EW,SIDEWAYS,-0.018954,0.146191,-0.12965,-2.333707,-0.996576,324
composite,fwd,63,EW,SIDEWAYS,0.002045,0.129391,0.015808,0.267344,0.079687,286
composite,fwd,1,EW,HIGH_VOL,-0.012318,0.174601,-0.070551,-0.810565,-0.816331,132
composite,fwd,3,EW,HIGH_VOL,-0.023864,0.171152,-0.13943,-1.601926,-1.187814,132
composite,fwd,5,EW,HIGH_VOL,-0.039833,0.161181,-0.247134,-2.839349,-1.848372,132
composite,fwd,10,EW,HIGH_VOL,-0.02097,0.140848,-0.148881,-1.710516,-1.003665,132
composite,fwd,21,EW,HIGH_VOL,-0.000795,0.133308,-0.005967,-0.068556,-0.027567,132
composite,fwd,63,EW,HIGH_VOL,0.00153,0.134597,0.01137,0.130626,0.049034,132
composite,xs,1,EW,ALL,0.001596,0.154241,0.010349,0.350783,0.343376,1149
composite,xs,3,EW,ALL,0.002141,0.15864,0.013497,0.457123,0.308954,1147
composite,xs,5,EW,ALL,0.002507,0.156086,0.016064,0.543584,0.301362,1145
composite,xs,10,EW,ALL,0.005493,0.148744,0.036929,1.246866,0.513077,1140
composite,xs,21,EW,ALL,0.008718,0.149949,0.058142,1.953601,0.559789,1129
composite,xs,63,EW,ALL,0.011632,0.146414,0.079446,2.619309,0.447895,1087
composite,xs,1,EW,BULL,0.003091,0.144102,0.021448,0.513418,0.513274,573
composite,xs,3,EW,BULL,0.010579,0.147017,0.07196,1.722542,1.214746,573
composite,xs,5,EW,BULL,0.016894,0.142056,0.118921,2.846672,1.650069,573
composite,xs,10,EW,BULL,0.02446,0.137087,0.178426,4.267325,1.691339,572
composite,xs,21,EW,BULL,0.035378,0.150135,0.235638,5.635649,1.515829,572
composite,xs,63,EW,BULL,0.038827,0.14389,0.269837,6.453568,1.129198,572
composite,xs,1,EW,BEAR,-0.014615,0.186361,-0.078421,-0.768363,-0.691129,96
composite,xs,3,EW,BEAR,-0.049844,0.196987,-0.253031,-2.479187,-1.891856,96
composite,xs,5,EW,BEAR,-0.059927,0.181977,-0.32931,-3.226571,-2.431933,96
composite,xs,10,EW,BEAR,-0.050979,0.137594,-0.370505,-3.630196,-1.956787,96
composite,xs,21,EW,BEAR,-0.041833,0.151518,-0.276095,-2.705165,-1.623373,96
composite,xs,63,EW,BEAR,-0.108837,0.15965,-0.681722,-6.538845,-3.351945,92
composite,xs,1,EW,SIDEWAYS,0.008601,0.152348,0.056453,1.045531,1.034358,343
composite,xs,3,EW,SIDEWAYS,0.013302,0.158131,0.08412,1.553383,1.098026,341
composite,xs,5,EW,SIDEWAYS,0.012097,0.163137,0.074155,1.36533,0.787798,339
composite,xs,10,EW,SIDEWAYS,0.001149,0.166809,0.00689,0.126101,0.063485,335
composite,xs,21,EW,SIDEWAYS,-0.018926,0.146189,-0.129462,-2.330313,-0.995342,324
composite,xs,63,EW,SIDEWAYS,0.001955,0.129405,0.015104,0.255434,0.076164,286
composite,xs,1,EW,HIGH_VOL,-0.012318,0.174601,-0.070551,-0.810565,-0.816331,132
composite,xs,3,EW,HIGH_VOL,-0.023864,0.171152,-0.13943,-1.601926,-1.187814,132
composite,xs,5,EW,HIGH_VOL,-0.039833,0.161181,-0.247134,-2.839349,-1.848372,132
composite,xs,10,EW,HIGH_VOL,-0.02097,0.140848,-0.148881,-1.710516,-1.003665,132
composite,xs,21,EW,HIGH_VOL,-0.000795,0.133308,-0.005967,-0.068556,-0.027567,132
composite,xs,63,EW,HIGH_VOL,0.001538,0.134595,0.011426,0.131275,0.04927,132
composite,resid,1,EW,ALL,-0.005371,0.100662,-0.053355,-1.808555,-1.801699,1149
composite,resid,3,EW,ALL,-0.008057,0.10188,-0.07908,-2.678237,-1.805372,1147
composite,resid,5,EW,ALL,-0.008562,0.100189,-0.085463,-2.89188,-1.600755,1145
composite,resid,10,EW,ALL,-0.009055,0.097263,-0.093101,-3.143438,-1.299417,1140
composite,resid,21,EW,ALL,-0.003953,0.0977,-0.040461,-1.359518,-0.380563,1129
composite,resid,63,EW,ALL,-0.003129,0.094722,-0.033031,-1.089029,-0.200342,1087
composite,resid,1,EW,BULL,-0.002805,0.103373,-0.02713,-0.649427,-0.663399,573
composite,resid,3,EW,BULL,-0.000148,0.101808,-0.001457,-0.034879,-0.024532,573
composite,resid,5,EW,BULL,0.003454,0.097698,0.035351,0.846218,0.491495,573
composite,resid,10,EW,BULL,0.002233,0.091529,0.024391,0.583357,0.236082,572
composite,resid,21,EW,BULL,0.003963,0.103315,0.038361,0.917469,0.244802,572
composite,resid,63,EW,BULL,0.005741,0.09833,0.058388,1.396431,0.272687,572
composite,resid,1,EW,BEAR,-0.007563,0.101321,-0.074639,-0.73131,-0.652663,96
composite,resid,3,EW,BEAR,-0.026792,0.115259,-0.232447,-2.277504,-1.660991,96
composite,resid,5,EW,BEAR,-0.033656,0.11102,-0.303154,-2.970287,-2.056663,96
composite,resid,10,EW,BEAR,-0.022552,0.105895,-0.212966,-2.086629,-1.066682,96
composite,resid,21,EW,BEAR,-0.003573,0.100767,-0.035457,-0.347407,-0.19093,96
composite,resid,63,EW,BEAR,-0.021109,0.108027,-0.195402,-1.874232,-0.822927,92
composite,resid,1,EW,SIDEWAYS,-0.003155,0.097469,-0.032364,-0.599399,-0.603576,343
composite,resid,3,EW,SIDEWAYS,-0.00449,0.097752,-0.04593,-0.848149,-0.601343,341
composite,resid,5,EW,SIDEWAYS,-0.007162,0.099359,-0.072084,-1.327213,-0.781314,339
composite,resid,10,EW,SIDEWAYS,-0.012767,0.104497,-0.122178,-2.236217,-1.038677,335
composite,resid,21,EW,SIDEWAYS,-0.013167,0.091812,-0.143409,-2.581368,-0.957395,324
composite,resid,63,EW,SIDEWAYS,-0.012185,0.095682,-0.127352,-2.153711,-0.534098,286
composite,resid,1,EW,HIGH_VOL,-0.020303,0.096328,-0.21077,-2.42156,-2.380829,132
composite,resid,3,EW,HIGH_VOL,-0.036962,0.097931,-0.37743,-4.33634,-3.165626,132
composite,resid,5,EW,HIGH_VOL,-0.045311,0.093806,-0.483025,-5.549532,-3.337161,132
composite,resid,10,EW,HIGH_VOL,-0.036174,0.088512,-0.408695,-4.695549,-2.717474,132
composite,resid,21,EW,HIGH_VOL,-0.015386,0.079993,-0.192345,-2.209881,-0.944043,132
composite,resid,63,EW,HIGH_VOL,-0.007508,0.055176,-0.136066,-1.563275,-1.080843,132
