subject,labelType,horizon,weighting,regime,decile,nObs,meanRet,medianRet
momentum,fwd,3,EW,HIGH_VOL,2,2175,0.751,0.7632
momentum,fwd,3,EW,HIGH_VOL,3,2220,0.6065,0.5502
momentum,fwd,3,EW,HIGH_VOL,4,2160,0.6658,0.5909
momentum,fwd,3,EW,HIGH_VOL,5,2184,0.5851,0.5515
momentum,fwd,3,EW,HIGH_VOL,6,2223,0.7071,0.5692
momentum,fwd,3,EW,HIGH_VOL,7,2176,0.7555,0.5835
momentum,fwd,3,EW,HIGH_VOL,8,2204,0.5207,0.5547
momentum,fwd,3,EW,HIGH_VOL,9,2191,0.5199,0.5133
momentum,fwd,3,EW,HIGH_VOL,10,2148,0.4014,0.1767
momentum,fwd,3,VW,HIGH_VOL,1,2244,0.6875,0.5123
momentum,fwd,3,VW,HIGH_VOL,2,2175,0.9803,0.7632
momentum,fwd,3,VW,HIGH_VOL,3,2220,0.9282,0.5502
momentum,fwd,3,VW,HIGH_VOL,4,2160,0.689,0.5909
momentum,fwd,3,VW,HIGH_VOL,5,2184,0.5257,0.5515
momentum,fwd,3,VW,HIGH_VOL,6,2223,0.6405,0.5692
momentum,fwd,3,VW,HIGH_VOL,7,2176,0.9886,0.5835
momentum,fwd,3,VW,HIGH_VOL,8,2204,0.6715,0.5547
momentum,fwd,3,VW,HIGH_VOL,9,2191,0.267,0.5133
momentum,fwd,3,VW,HIGH_VOL,10,2148,0.0934,0.1767
momentum,fwd,5,EW,HIGH_VOL,1,2244,1.3249,1.2198
momentum,fwd,5,EW,HIGH_VOL,2,2175,1.2705,1.313
momentum,fwd,5,EW,HIGH_VOL,3,2220,1.1156,1.0794
momentum,fwd,5,EW,HIGH_VOL,4,2160,1.1002,0.9865
momentum,fwd,5,EW,HIGH_VOL,5,2184,1.0296,0.792
momentum,fwd,5,EW,HIGH_VOL,6,2223,1.2993,1.087
momentum,fwd,5,EW,HIGH_VOL,7,2176,1.1171,0.9185
momentum,fwd,5,EW,HIGH_VOL,8,2204,0.9349,1.0043
momentum,fwd,5,EW,HIGH_VOL,9,2191,1.0207,0.8903
momentum,fwd,5,EW,HIGH_VOL,10,2148,0.5853,0.3039
momentum,fwd,5,VW,HIGH_VOL,1,2244,1.0994,1.2198
momentum,fwd,5,VW,HIGH_VOL,2,2175,1.5714,1.313
momentum,fwd,5,VW,HIGH_VOL,3,2220,1.2848,1.0794
momentum,fwd,5,VW,HIGH_VOL,4,2160,1.1652,0.9865
momentum,fwd,5,VW,HIGH_VOL,5,2184,1.1456,0.792
momentum,fwd,5,VW,HIGH_VOL,6,2223,1.2503,1.087
momentum,fwd,5,VW,HIGH_VOL,7,2176,1.4004,0.9185
momentum,fwd,5,VW,HIGH_VOL,8,2204,1.1057,1.0043
momentum,fwd,5,VW,HIGH_VOL,9,2191,0.6718,0.8903
momentum,fwd,5,VW,HIGH_VOL,10,2148,0.2208,0.3039
momentum,fwd,10,EW,HIGH_VOL,1,2244,2.1595,2.2221
momentum,fwd,10,EW,HIGH_VOL,2,2175,2.0397,2.2612
momentum,fwd,10,EW,HIGH_VOL,3,2220,1.8031,1.985
momentum,fwd,10,EW,HIGH_VOL,4,2160,1.657,1.6509
momentum,fwd,10,EW,HIGH_VOL,5,2184,1.7973,1.8397
momentum,fwd,10,EW,HIGH_VOL,6,2223,2.0161,1.841
momentum,fwd,10,EW,HIGH_VOL,7,2176,1.8846,1.4178
momentum,fwd,10,EW,HIGH_VOL,8,2204,1.7411,1.627
momentum,fwd,10,EW,HIGH_VOL,9,2191,1.8379,1.4688
momentum,fwd,10,EW,HIGH_VOL,10,2148,1.2826,1.0304
momentum,fwd,10,VW,HIGH_VOL,1,2244,1.6286,2.2221
momentum,fwd,10,VW,HIGH_VOL,2,2175,2.3606,2.2612
momentum,fwd,10,VW,HIGH_VOL,3,2220,2.1669,1.985
momentum,fwd,10,VW,HIGH_VOL,4,2160,1.8286,1.6509
momentum,fwd,10,VW,HIGH_VOL,5,2184,1.9151,1.8397
momentum,fwd,10,VW,HIGH_VOL,6,2223,2.3021,1.841
momentum,fwd,10,VW,HIGH_VOL,7,2176,1.7795,1.4178
momentum,fwd,10,VW,HIGH_VOL,8,2204,1.7666,1.627
momentum,fwd,10,VW,HIGH_VOL,9,2191,1.1047,1.4688
momentum,fwd,10,VW,HIGH_VOL,10,2148,1.2622,1.0304
momentum,fwd,21,EW,HIGH_VOL,1,2244,4.3061,4.19
momentum,fwd,21,EW,HIGH_VOL,2,2175,4.1108,3.8909
momentum,fwd,21,EW,HIGH_VOL,3,2220,3.7752,3.5474
momentum,fwd,21,EW,HIGH_VOL,4,2160,3.3424,3.269
momentum,fwd,21,EW,HIGH_VOL,5,2184,3.9491,3.7119
momentum,fwd,21,EW,HIGH_VOL,6,2223,4.1023,3.4802
momentum,fwd,21,EW,HIGH_VOL,7,2176,3.8698,3.3253
momentum,fwd,21,EW,HIGH_VOL,8,2204,3.5106,3.1652
momentum,fwd,21,EW,HIGH_VOL,9,2191,4.1203,3.5407
momentum,fwd,21,EW,HIGH_VOL,10,2148,3.7138,3.0549
momentum,fwd,21,VW,HIGH_VOL,1,2244,3.3292,4.19
momentum,fwd,21,VW,HIGH_VOL,2,2175,4.4763,3.8909
momentum,fwd,21,VW,HIGH_VOL,3,2220,4.2383,3.5474
momentum,fwd,21,VW,HIGH_VOL,4,2160,3.7742,3.269
momentum,fwd,21,VW,HIGH_VOL,5,2184,3.7147,3.7119
momentum,fwd,21,VW,HIGH_VOL,6,2223,4.0549,3.4802
momentum,fwd,21,VW,HIGH_VOL,7,2176,3.3359,3.3253
momentum,fwd,21,VW,HIGH_VOL,8,2204,3.3039,3.1652
momentum,fwd,21,VW,HIGH_VOL,9,2191,3.3758,3.5407
momentum,fwd,21,VW,HIGH_VOL,10,2148,3.5688,3.0549
momentum,fwd,63,EW,HIGH_VOL,1,2244,6.4194,6.4011
momentum,fwd,63,EW,HIGH_VOL,2,2175,6.2832,4.3161
momentum,fwd,63,EW,HIGH_VOL,3,2220,6.325,5.7635
momentum,fwd,63,EW,HIGH_VOL,4,2160,5.2083,4.0136
momentum,fwd,63,EW,HIGH_VOL,5,2184,5.4687,4.3729
momentum,fwd,63,EW,HIGH_VOL,6,2223,5.6102,4.4657
momentum,fwd,63,EW,HIGH_VOL,7,2176,5.0859,3.5453
momentum,fwd,63,EW,HIGH_VOL,8,2204,4.2754,3.0971
momentum,fwd,63,EW,HIGH_VOL,9,2191,5.2963,4.3357
momentum,fwd,63,EW,HIGH_VOL,10,2120,5.9304,3.7963
momentum,fwd,63,VW,HIGH_VOL,1,2244,5.3427,6.4011
momentum,fwd,63,VW,HIGH_VOL,2,2175,5.8408,4.3161
momentum,fwd,63,VW,HIGH_VOL,3,2220,6.7067,5.7635
momentum,fwd,63,VW,HIGH_VOL,4,2160,5.8764,4.0136
momentum,fwd,63,VW,HIGH_VOL,5,2184,4.9758,4.3729
momentum,fwd,63,VW,HIGH_VOL,6,2223,4.2901,4.4657
momentum,fwd,63,VW,HIGH_VOL,7,2176,2.413,3.5453
momentum,fwd,63,VW,HIGH_VOL,8,2204,2.5194,3.0971
momentum,fwd,63,VW,HIGH_VOL,9,2191,3.2681,4.3357
momentum,fwd,63,VW,HIGH_VOL,10,2120,2.7405,3.7963
momentum,xs,1,EW,ALL,1,19532,0.0186,-0.0666
momentum,xs,1,EW,ALL,2,19003,0.0443,-0.055
momentum,xs,1,EW,ALL,3,19114,0.0657,-0.0181
momentum,xs,1,EW,ALL,4,18833,0.0457,-0.0412
momentum,xs,1,EW,ALL,5,18822,0.0496,-0.0294
momentum,xs,1,EW,ALL,6,19324,0.0513,-0.0377
momentum,xs,1,EW,ALL,7,19020,0.0472,-0.0383
momentum,xs,1,EW,ALL,8,18927,0.0187,-0.051
momentum,xs,1,EW,ALL,9,19190,0.0134,-0.0424
momentum,xs,1,EW,ALL,10,18444,0.0229,-0.06
momentum,xs,1,VW,ALL,1,19532,-0.0122,-0.0666
momentum,xs,1,VW,ALL,2,19003,0.0232,-0.055
momentum,xs,1,VW,ALL,3,19114,0.0648,-0.0181
momentum,xs,1,VW,ALL,4,18833,0.028,-0.0412
momentum,xs,1,VW,ALL,5,18822,0.0647,-0.0294
momentum,xs,1,VW,ALL,6,19324,0.0194,-0.0377
momentum,xs,1,VW,ALL,7,19020,0.0589,-0.0383
momentum,xs,1,VW,ALL,8,18927,0.0163,-0.051
momentum,xs,1,VW,ALL,9,19190,0.0024,-0.0424
momentum,xs,1,VW,ALL,10,18444,-0.0149,-0.06
momentum,xs,3,EW,ALL,1,19498,0.0392,-0.0778
momentum,xs,3,EW,ALL,2,18969,0.1257,-0.0342
momentum,xs,3,EW,ALL,3,19080,0.1618,-0.0292
momentum,xs,3,EW,ALL,4,18801,0.1513,-0.0197
momentum,xs,3,EW,ALL,5,18788,0.1558,-0.0315
momentum,xs,3,EW,ALL,6,19290,0.1209,-0.0297
momentum,xs,3,EW,ALL,7,18988,0.1278,-0.0395
momentum,xs,3,EW,ALL,8,18893,0.1101,-0.0506
momentum,xs,3,EW,ALL,9,19156,0.0785,-0.0623
momentum,xs,3,EW,ALL,10,18412,0.0846,-0.0635
momentum,xs,3,VW,ALL,1,19498,-0.0498,-0.0778
momentum,xs,3,VW,ALL,2,18969,0.0419,-0.0342
momentum,xs,3,VW,ALL,3,19080,0.1481,-0.0292
momentum,xs,3,VW,ALL,4,18801,0.0774,-0.0197
momentum,xs,3,VW,ALL,5,18788,0.2488,-0.0315
momentum,xs,3,VW,ALL,6,19290,0.1121,-0.0297
momentum,xs,3,VW,ALL,7,18988,0.1214,-0.0395
momentum,xs,3,VW,ALL,8,18893,0.0791,-0.0506
momentum,xs,3,VW,ALL,9,19156,0.0147,-0.0623
momentum,xs,3,VW,ALL,10,18412,-0.0063,-0.0635
momentum,xs,5,EW,ALL,1,19464,0.0827,-0.0759
momentum,xs,5,EW,ALL,2,18935,0.1678,-0.066
momentum,xs,5,EW,ALL,3,19046,0.2487,0.0111
momentum,xs,5,EW,ALL,4,18769,0.2346,0.0184
momentum,xs,5,EW,ALL,5,18754,0.217,-0.0286
momentum,xs,5,EW,ALL,6,19256,0.2315,0.0239
momentum,xs,5,EW,ALL,7,18956,0.2077,-0.0533
momentum,xs,5,EW,ALL,8,18859,0.1732,-0.0287
momentum,xs,5,EW,ALL,9,19122,0.1931,-0.0269
momentum,xs,5,EW,ALL,10,18380,0.1678,-0.0681
momentum,xs,5,VW,ALL,1,19464,-0.0619,-0.0759
momentum,xs,5,VW,ALL,2,18935,0.0628,-0.066
momentum,xs,5,VW,ALL,3,19046,0.1856,0.0111
momentum,xs,5,VW,ALL,4,18769,0.1681,0.0184
momentum,xs,5,VW,ALL,5,18754,0.3315,-0.0286
momentum,xs,5,VW,ALL,6,19256,0.2385,0.0239
momentum,xs,5,VW,ALL,7,18956,0.1898,-0.0533
momentum,xs,5,VW,ALL,8,18859,0.1231,-0.0287
momentum,xs,5,VW,ALL,9,19122,0.0562,-0.0269
momentum,xs,5,VW,ALL,10,18380,0.0415,-0.0681
momentum,xs,10,EW,ALL,1,19379,0.1855,-0.0767
momentum,xs,10,EW,ALL,2,18850,0.3115,-0.0151
momentum,xs,10,EW,ALL,3,18961,0.3987,0.029
momentum,xs,10,EW,ALL,4,18689,0.3767,0.0092
momentum,xs,10,EW,ALL,5,18669,0.397,-0.0155
momentum,xs,10,EW,ALL,6,19171,0.4371,-0.0099
momentum,xs,10,EW,ALL,7,18876,0.4358,-0.0006
momentum,xs,10,EW,ALL,8,18774,0.3858,0.1158
momentum,xs,10,EW,ALL,9,19037,0.4489,0.09
momentum,xs,10,EW,ALL,10,18300,0.4281,-0.0204
momentum,xs,10,VW,ALL,1,19379,-0.098,-0.0767
momentum,xs,10,VW,ALL,2,18850,0.0979,-0.0151
momentum,xs,10,VW,ALL,3,18961,0.3082,0.029
momentum,xs,10,VW,ALL,4,18689,0.3023,0.0092
momentum,xs,10,VW,ALL,5,18669,0.4307,-0.0155
momentum,xs,10,VW,ALL,6,19171,0.4196,-0.0099
momentum,xs,10,VW,ALL,7,18876,0.3325,-0.0006
momentum,xs,10,VW,ALL,8,18774,0.2528,0.1158
momentum,xs,10,VW,ALL,9,19037,0.2562,0.09
momentum,xs,10,VW,ALL,10,18300,0.2751,-0.0204
momentum,xs,21,EW,ALL,1,19192,0.5857,-0.0279
momentum,xs,21,EW,ALL,2,18663,0.5746,0.0523
momentum,xs,21,EW,ALL,3,18774,0.832,0.1792
momentum,xs,21,EW,ALL,4,18513,0.8651,0.2622
momentum,xs,21,EW,ALL,5,18482,0.8794,0.1967
momentum,xs,21,EW,ALL,6,18984,0.8556,0.187
momentum,xs,21,EW,ALL,7,18700,0.8367,0.141
momentum,xs,21,EW,ALL,8,18587,0.6942,0.1585
momentum,xs,21,EW,ALL,9,18850,0.8043,0.2266
momentum,xs,21,EW,ALL,10,18124,1.2741,0.3662
momentum,xs,21,VW,ALL,1,19192,0.1103,-0.0279
momentum,xs,21,VW,ALL,2,18663,0.3455,0.0523
momentum,xs,21,VW,ALL,3,18774,0.6606,0.1792
momentum,xs,21,VW,ALL,4,18513,0.6807,0.2622
momentum,xs,21,VW,ALL,5,18482,0.6277,0.1967
momentum,xs,21,VW,ALL,6,18984,0.6705,0.187
momentum,xs,21,VW,ALL,7,18700,0.4331,0.141
momentum,xs,21,VW,ALL,8,18587,0.2195,0.1585
momentum,xs,21,VW,ALL,9,18850,0.3197,0.2266
momentum,xs,21,VW,ALL,10,18124,0.8974,0.3662
momentum,xs,63,EW,ALL,1,18478,2.0726,0.7374
momentum,xs,63,EW,ALL,2,17949,2.1372,0.4414
momentum,xs,63,EW,ALL,3,18060,3.0017,1.0721
momentum,xs,63,EW,ALL,4,17841,2.8179,0.8555
momentum,xs,63,EW,ALL,5,17768,2.9854,0.7016
momentum,xs,63,EW,ALL,6,18270,2.6911,0.5359
momentum,xs,63,EW,ALL,7,18028,2.6886,0.5215
momentum,xs,63,EW,ALL,8,17873,2.5831,0.4179
momentum,xs,63,EW,ALL,9,18136,2.7406,0.8085
momentum,xs,63,EW,ALL,10,17423,3.3078,0.7535
momentum,xs,63,VW,ALL,1,18478,0.0466,0.7374
momentum,xs,63,VW,ALL,2,17949,0.8167,0.4414
momentum,xs,63,VW,ALL,3,18060,1.6739,1.0721
momentum,xs,63,VW,ALL,4,17841,1.8527,0.8555
momentum,xs,63,VW,ALL,5,17768,2.0244,0.7016
momentum,xs,63,VW,ALL,6,18270,1.4725,0.5359
momentum,xs,63,VW,ALL,7,18028,1.1554,0.5215
momentum,xs,63,VW,ALL,8,17873,0.8212,0.4179
momentum,xs,63,VW,ALL,9,18136,1.0744,0.8085
momentum,xs,63,VW,ALL,10,17423,1.1118,0.7535
momentum,xs,1,EW,BULL,1,9741,-0.0024,-0.0922
momentum,xs,1,EW,BULL,2,9418,0.0648,-0.0438
momentum,xs,1,EW,BULL,3,9511,0.0693,-0.0158
momentum,xs,1,EW,BULL,4,9395,0.0774,-0.035
momentum,xs,1,EW,BULL,5,9341,0.0897,-0.0141
momentum,xs,1,EW,BULL,6,9604,0.0935,-0.029
momentum,xs,1,EW,BULL,7,9531,0.0718,-0.0231
momentum,xs,1,EW,BULL,8,9375,0.0369,-0.0537
momentum,xs,1,EW,BULL,9,9554,0.0385,-0.03
momentum,xs,1,EW,BULL,10,9181,0.0543,-0.0709
momentum,xs,1,VW,BULL,1,9741,-0.0409,-0.0922
momentum,xs,1,VW,BULL,2,9418,0.0315,-0.0438
momentum,xs,1,VW,BULL,3,9511,0.0461,-0.0158
momentum,xs,1,VW,BULL,4,9395,0.0444,-0.035
momentum,xs,1,VW,BULL,5,9341,0.0786,-0.0141
momentum,xs,1,VW,BULL,6,9604,0.0668,-0.029
momentum,xs,1,VW,BULL,7,9531,0.0876,-0.0231
momentum,xs,1,VW,BULL,8,9375,0.0042,-0.0537
momentum,xs,1,VW,BULL,9,9554,-0.0027,-0.03
momentum,xs,1,VW,BULL,10,9181,0.0205,-0.0709
momentum,xs,3,EW,BULL,1,9741,-0.0206,-0.1308
momentum,xs,3,EW,BULL,2,9418,0.1396,-0.0305
momentum,xs,3,EW,BULL,3,9511,0.1894,-0.0357
momentum,xs,3,EW,BULL,4,9395,0.2402,-0.0013
momentum,xs,3,EW,BULL,5,9341,0.2309,0.0022
momentum,xs,3,EW,BULL,6,9604,0.2386,0.0135
momentum,xs,3,EW,BULL,7,9531,0.1834,-0.0046
momentum,xs,3,EW,BULL,8,9375,0.176,-0.0055
momentum,xs,3,EW,BULL,9,9554,0.139,-0.0658
momentum,xs,3,EW,BULL,10,9181,0.1754,-0.0271
momentum,xs,3,VW,BULL,1,9741,-0.0904,-0.1308
momentum,xs,3,VW,BULL,2,9418,0.0077,-0.0305
momentum,xs,3,VW,BULL,3,9511,0.1323,-0.0357
momentum,xs,3,VW,BULL,4,9395,0.1002,-0.0013
momentum,xs,3,VW,BULL,5,9341,0.2563,0.0022
momentum,xs,3,VW,BULL,6,9604,0.2417,0.0135
momentum,xs,3,VW,BULL,7,9531,0.1844,-0.0046
momentum,xs,3,VW,BULL,8,9375,0.1082,-0.0055
momentum,xs,3,VW,BULL,9,9554,0.0098,-0.0658
momentum,xs,3,VW,BULL,10,9181,0.0537,-0.0271
momentum,xs,5,EW,BULL,1,9741,-0.0061,-0.18
momentum,xs,5,EW,BULL,2,9418,0.163,-0.099
momentum,xs,5,EW,BULL,3,9511,0.2937,-0.0336
momentum,xs,5,EW,BULL,4,9395,0.3696,0.0587
momentum,xs,5,EW,BULL,5,9341,0.3079,0.0122
momentum,xs,5,EW,BULL,6,9604,0.3381,0.0855
momentum,xs,5,EW,BULL,7,9531,0.3042,0.0106
momentum,xs,5,EW,BULL,8,9375,0.2997,0.0071
momentum,xs,5,EW,BULL,9,9554,0.2912,0.0186
momentum,xs,5,EW,BULL,10,9181,0.3616,0.0169
momentum,xs,5,VW,BULL,1,9741,-0.1183,-0.18
momentum,xs,5,VW,BULL,2,9418,-0.0107,-0.099
momentum,xs,5,VW,BULL,3,9511,0.2114,-0.0336
momentum,xs,5,VW,BULL,4,9395,0.1861,0.0587
momentum,xs,5,VW,BULL,5,9341,0.2919,0.0122
momentum,xs,5,VW,BULL,6,9604,0.3948,0.0855
momentum,xs,5,VW,BULL,7,9531,0.2635,0.0106
momentum,xs,5,VW,BULL,8,9375,0.2058,0.0071
momentum,xs,5,VW,BULL,9,9554,0.0645,0.0186
momentum,xs,5,VW,BULL,10,9181,0.1459,0.0169
momentum,xs,10,EW,BULL,1,9724,0.0506,-0.2632
momentum,xs,10,EW,BULL,2,9401,0.3247,-0.1223
momentum,xs,10,EW,BULL,3,9494,0.5217,0.0234
momentum,xs,10,EW,BULL,4,9379,0.5542,0.0486
momentum,xs,10,EW,BULL,5,9324,0.5496,0.0897
momentum,xs,10,EW,BULL,6,9587,0.6539,0.1017
momentum,xs,10,EW,BULL,7,9515,0.6624,0.1556
momentum,xs,10,EW,BULL,8,9358,0.6398,0.1766
momentum,xs,10,EW,BULL,9,9537,0.6958,0.0974
momentum,xs,10,EW,BULL,10,9165,0.754,0.1203
momentum,xs,10,VW,BULL,1,9724,-0.2469,-0.2632
momentum,xs,10,VW,BULL,2,9401,0.0816,-0.1223
momentum,xs,10,VW,BULL,3,9494,0.3058,0.0234
momentum,xs,10,VW,BULL,4,9379,0.1949,0.0486
momentum,xs,10,VW,BULL,5,9324,0.4071,0.0897
momentum,xs,10,VW,BULL,6,9587,0.682,0.1017
momentum,xs,10,VW,BULL,7,9515,0.5236,0.1556
momentum,xs,10,VW,BULL,8,9358,0.4137,0.1766
momentum,xs,10,VW,BULL,9,9537,0.5032,0.0974
momentum,xs,10,VW,BULL,10,9165,0.3615,0.1203
momentum,xs,21,EW,BULL,1,9724,0.2631,-0.4582
momentum,xs,21,EW,BULL,2,9401,0.5486,-0.1014
momentum,xs,21,EW,BULL,3,9494,0.9874,0.1792
momentum,xs,21,EW,BULL,4,9379,1.1594,0.3667
momentum,xs,21,EW,BULL,5,9324,1.0491,0.1069
momentum,xs,21,EW,BULL,6,9587,1.1988,0.2522
momentum,xs,21,EW,BULL,7,9515,1.1971,0.3663
momentum,xs,21,EW,BULL,8,9358,1.0723,0.2809
momentum,xs,21,EW,BULL,9,9537,1.3007,0.371
momentum,xs,21,EW,BULL,10,9165,2.0066,0.7723
momentum,xs,21,VW,BULL,1,9724,-0.3315,-0.4582
momentum,xs,21,VW,BULL,2,9401,0.299,-0.1014
momentum,xs,21,VW,BULL,3,9494,0.6816,0.1792
momentum,xs,21,VW,BULL,4,9379,0.6229,0.3667
momentum,xs,21,VW,BULL,5,9324,0.596,0.1069
momentum,xs,21,VW,BULL,6,9587,0.9473,0.2522
momentum,xs,21,VW,BULL,7,9515,0.8078,0.3663
momentum,xs,21,VW,BULL,8,9358,0.4032,0.2809
momentum,xs,21,VW,BULL,9,9537,0.6577,0.371
momentum,xs,21,VW,BULL,10,9165,1.1169,0.7723
momentum,xs,63,EW,BULL,1,9724,1.9512,0.351
momentum,xs,63,EW,BULL,2,9401,2.232,0.4355
momentum,xs,63,EW,BULL,3,9494,3.4283,1.161
momentum,xs,63,EW,BULL,4,9379,3.522,1.2904
momentum,xs,63,EW,BULL,5,9324,3.5998,0.9467
momentum,xs,63,EW,BULL,6,9587,3.3061,0.7843
momentum,xs,63,EW,BULL,7,9515,3.4615,0.9885
momentum,xs,63,EW,BULL,8,9358,3.5203,0.7656
momentum,xs,63,EW,BULL,9,9537,3.9778,1.5226
momentum,xs,63,EW,BULL,10,9165,5.1883,1.8332
momentum,xs,63,VW,BULL,1,9724,-0.2875,0.351
momentum,xs,63,VW,BULL,2,9401,0.5092,0.4355
momentum,xs,63,VW,BULL,3,9494,1.3749,1.161
momentum,xs,63,VW,BULL,4,9379,1.7794,1.2904
momentum,xs,63,VW,BULL,5,9324,1.8434,0.9467
momentum,xs,63,VW,BULL,6,9587,1.7531,0.7843
momentum,xs,63,VW,BULL,7,9515,1.9091,0.9885
momentum,xs,63,VW,BULL,8,9358,1.4425,0.7656
momentum,xs,63,VW,BULL,9,9537,1.9118,1.5226
momentum,xs,63,VW,BULL,10,9165,2.2141,1.8332
momentum,xs,1,EW,BEAR,1,1632,0.0204,-0.0732
momentum,xs,1,EW,BEAR,2,1605,0.0549,-0.0359
momentum,xs,1,EW,BEAR,3,1577,0.075,0.044
momentum,xs,1,EW,BEAR,4,1591,0.0231,-0.0853
momentum,xs,1,EW,BEAR,5,1550,0.0131,-0.0149
momentum,xs,1,EW,BEAR,6,1632,-0.1949,-0.1686
momentum,xs,1,EW,BEAR,7,1591,-0.0529,-0.1166
momentum,xs,1,EW,BEAR,8,1577,-0.0486,-0.0651
momentum,xs,1,EW,BEAR,9,1605,-0.0874,-0.1458
momentum,xs,1,EW,BEAR,10,1536,0.0037,-0.0435
momentum,xs,1,VW,BEAR,1,1632,0.0545,-0.0732
momentum,xs,1,VW,BEAR,2,1605,-0.0215,-0.0359
momentum,xs,1,VW,BEAR,3,1577,0.0714,0.044
momentum,xs,1,VW,BEAR,4,1591,0.0023,-0.0853
momentum,xs,1,VW,BEAR,5,1550,0.2764,-0.0149
momentum,xs,1,VW,BEAR,6,1632,-0.3111,-0.1686
momentum,xs,1,VW,BEAR,7,1591,-0.0619,-0.1166
momentum,xs,1,VW,BEAR,8,1577,-0.0376,-0.0651
momentum,xs,1,VW,BEAR,9,1605,0.0101,-0.1458
momentum,xs,1,VW,BEAR,10,1536,-0.0306,-0.0435
momentum,xs,3,EW,BEAR,1,1632,0.1824,0.0354
momentum,xs,3,EW,BEAR,2,1605,0.1968,0.1331
momentum,xs,3,EW,BEAR,3,1577,0.1837,0.0223
momentum,xs,3,EW,BEAR,4,1591,0.1276,-0.0186
momentum,xs,3,EW,BEAR,5,1550,0.136,-0.1228
momentum,xs,3,EW,BEAR,6,1632,-0.2993,-0.3364
momentum,xs,3,EW,BEAR,7,1591,-0.1058,-0.2376
momentum,xs,3,EW,BEAR,8,1577,-0.1162,-0.1717
momentum,xs,3,EW,BEAR,9,1605,-0.2297,-0.201
momentum,xs,3,EW,BEAR,10,1536,-0.1073,-0.1292
momentum,xs,3,VW,BEAR,1,1632,0.2297,0.0354
momentum,xs,3,VW,BEAR,2,1605,0.1433,0.1331
momentum,xs,3,VW,BEAR,3,1577,0.1867,0.0223
momentum,xs,3,VW,BEAR,4,1591,0.058,-0.0186
momentum,xs,3,VW,BEAR,5,1550,0.8978,-0.1228
momentum,xs,3,VW,BEAR,6,1632,-0.3389,-0.3364
momentum,xs,3,VW,BEAR,7,1591,-0.1578,-0.2376
momentum,xs,3,VW,BEAR,8,1577,-0.1299,-0.1717
momentum,xs,3,VW,BEAR,9,1605,-0.0974,-0.201
momentum,xs,3,VW,BEAR,10,1536,-0.1146,-0.1292
momentum,xs,5,EW,BEAR,1,1632,0.2651,-0.0261
momentum,xs,5,EW,BEAR,2,1605,0.304,0.1
momentum,xs,5,EW,BEAR,3,1577,0.2147,0.0905
momentum,xs,5,EW,BEAR,4,1591,0.1522,0.0634
momentum,xs,5,EW,BEAR,5,1550,0.1974,-0.3804
momentum,xs,5,EW,BEAR,6,1632,-0.2351,-0.3426
momentum,xs,5,EW,BEAR,7,1591,-0.0679,-0.2116
momentum,xs,5,EW,BEAR,8,1577,-0.3338,-0.384
momentum,xs,5,EW,BEAR,9,1605,-0.2868,-0.2321
momentum,xs,5,EW,BEAR,10,1536,-0.2316,-0.1619
momentum,xs,5,VW,BEAR,1,1632,0.4084,-0.0261
momentum,xs,5,VW,BEAR,2,1605,0.1239,0.1
momentum,xs,5,VW,BEAR,3,1577,0.1401,0.0905
momentum,xs,5,VW,BEAR,4,1591,0.1766,0.0634
momentum,xs,5,VW,BEAR,5,1550,1.3332,-0.3804
momentum,xs,5,VW,BEAR,6,1632,-0.1695,-0.3426
momentum,xs,5,VW,BEAR,7,1591,-0.186,-0.2116
momentum,xs,5,VW,BEAR,8,1577,-0.3569,-0.384
momentum,xs,5,VW,BEAR,9,1605,-0.1531,-0.2321
momentum,xs,5,VW,BEAR,10,1536,-0.2038,-0.1619
momentum,xs,10,EW,BEAR,1,1632,0.2456,0.0938
momentum,xs,10,EW,BEAR,2,1605,0.0248,-0.0277
momentum,xs,10,EW,BEAR,3,1577,-0.0681,-0.0491
momentum,xs,10,EW,BEAR,4,1591,0.0923,-0.0883
momentum,xs,10,EW,BEAR,5,1550,0.3045,-0.0973
momentum,xs,10,EW,BEAR,6,1632,-0.4422,-0.4866
momentum,xs,10,EW,BEAR,7,1591,-0.0472,-0.2107
momentum,xs,10,EW,BEAR,8,1577,-0.44,-0.3454
momentum,xs,10,EW,BEAR,9,1605,-0.4629,-0.3053
momentum,xs,10,EW,BEAR,10,1536,-0.1667,-0.1059
momentum,xs,10,VW,BEAR,1,1632,0.2231,0.0938
momentum,xs,10,VW,BEAR,2,1605,-0.337,-0.0277
momentum,xs,10,VW,BEAR,3,1577,-0.1256,-0.0491
momentum,xs,10,VW,BEAR,4,1591,0.2919,-0.0883
momentum,xs,10,VW,BEAR,5,1550,1.2397,-0.0973
momentum,xs,10,VW,BEAR,6,1632,-0.233,-0.4866
momentum,xs,10,VW,BEAR,7,1591,-0.2137,-0.2107
momentum,xs,10,VW,BEAR,8,1577,-0.4245,-0.3454
momentum,xs,10,VW,BEAR,9,1605,-0.3524,-0.3053
momentum,xs,10,VW,BEAR,10,1536,-0.2126,-0.1059
momentum,xs,21,EW,BEAR,1,1632,0.1177,-0.0075
momentum,xs,21,EW,BEAR,2,1605,0.2803,0.3092
momentum,xs,21,EW,BEAR,3,1577,0.2747,0.0751
momentum,xs,21,EW,BEAR,4,1591,0.3614,0.2328
